id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
o1080	International Commission on Zoological Nomenclature	Opinion 1080 Didermocerus Brookes, 1828 (Mammalia) suppressed under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		34		21	24	1977	http://biostor.org/reference/4709	http://biodiversitylibrary.org/page/12226270
o1081	International Commission on Zoological Nomenclature	Opinion 1081 Addition of Family-group Names based on Alca (Aves) and Alces (Mammalia) to the Official List of Family-group Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		34		25	26	1977	http://biostor.org/reference/4711	http://biodiversitylibrary.org/page/12226274
o1082	International Commission on Zoological Nomenclature	Opinion 1082 Use of the Plenary Powers to give the specific name kleinenbergi, Eretmophorus, Giglioli, 1889, precedence over the specific name Benoit, Pharopteryx, Ruppell, 1852 (Pisces)	Bulletin of Zoological Nomenclature	0007-5167		34		27	29	1977	http://biostor.org/reference/4713	http://biodiversitylibrary.org/page/12226276
o1083	International Commission on Zoological Nomenclature	Opinion 1083 Pisaurina Simon, 1898 (Arachnida,'araneae) conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		34		30	32	1977	http://biostor.org/reference/4715	http://biodiversitylibrary.org/page/12226279
o1084	International Commission on Zoological Nomenclature	Opinion 1084 Adspersus, Tergipes, Nordmann, 1845 (Mollusca, Opisthobranchia) placed on Official List of Specific Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		34		33	34	1977	http://biostor.org/reference/4717	http://biodiversitylibrary.org/page/12226282
o1085	International Commission on Zoological Nomenclature	Opinion 1085 The author of Pol Ycera Faeroensis (Mollusca, Opisthobranchia) is Lemche, 1929	Bulletin of Zoological Nomenclature	0007-5167		34		35	36	1977	http://biostor.org/reference/4719	http://biodiversitylibrary.org/page/12226284
o1086	International Commission on Zoological Nomenclature	Opinion 1086 Pseudanisakis tricupola Gibson, 1973, designated under the Plenary Powers as type-species of Pseudanisakis Layman &. Borovkova, 1926 (Nematoda)	Bulletin of Zoological Nomenclature	0007-5167		34		37	39	1977	http://biostor.org/reference/4721	http://biodiversitylibrary.org/page/12226286
o1087	International Commission on Zoological Nomenclature	Opinion 1087 Pamphilius viriditibialis Takeucm, 1930, designated under the Plenary Powers as type-species of Onycholyda Takeuchi, 1938 (Insecta, Hymenoptera)	Bulletin of Zoological Nomenclature	0007-5167		34		40	41	1977	http://biostor.org/reference/4737	http://biodiversitylibrary.org/page/12226289
o1088	International Commission on Zoological Nomenclature	Opinion 1088 Designation under the Plenary Powers of a lectotype for ammonites Defossus Simpson, 1843 (Cephalopoda)	Bulletin of Zoological Nomenclature	0007-5167		34		42	43	1977	http://biostor.org/reference/4723	http://biodiversitylibrary.org/page/12226291
o1089	International Commission on Zoological Nomenclature	Opinion 1089 Suppression of the generic name Renoidea Brown, 1827 (Foraminifera)	Bulletin of Zoological Nomenclature	0007-5167		34		44	45	1977	http://biostor.org/reference/4725	http://biodiversitylibrary.org/page/12226293
o1090	International Commission on Zoological Nomenclature	Opinion 1090 Gammarus setosus Dementieva, 1931 (Crustacea, Amphipoda) conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		34		46	49	1977	http://biostor.org/reference/4727	http://biodiversitylibrary.org/page/12226295
o1091	International Commission on Zoological Nomenclature	Opinion 1091 Geloius Decorseibolwar, 1905 (Insecta, Orthoptera): designation of a neotype.	Bulletin of Zoological Nomenclature	0007-5167		34		50	52	1977	http://biostor.org/reference/4729	http://biodiversitylibrary.org/page/12226299
o1092	International Commission on Zoological Nomenclature	Opinion 1092 Dicyrtoma Bourlet, 1842, and Dicyrtomina Borner 1903 (Insecta, Collembola); designation of type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		34	1	53	57	1977	http://biostor.org/reference/4731	http://biodiversitylibrary.org/page/12226302
o1093	International Commission on Zoological Nomenclature	Opinion 1093 Designation under the Plenary Powers of a neotype for Apis rotundata Fabricius, 1787 (Insecta: Hymenoptera)	Bulletin of Zoological Nomenclature	0007-5167		34	3	143	146	1977	http://biostor.org/reference/4733	http://biodiversitylibrary.org/page/12226412
o1094	International Commission on Zoological Nomenclature	Opinion 1094 Refusal of request to correct certain names on the Official List of Family Group Names in Zoology	Bulletin of Zoological Nomenclature	0007-5167		34	3	147	149	1977	http://biostor.org/reference/4738	http://biodiversitylibrary.org/page/12226416
o1095	International Commission on Zoological Nomenclature	Opinion 1095 Designation under the Plenary Powers of Venus pensylvanica Linnaeus, 1758, as type-species of Lucina Bruguiere, 1797 (Mollusca, Bivalvia)	Bulletin of Zoological Nomenclature	0007-5167		34		150	154	1977	http://biostor.org/reference/4740	http://biodiversitylibrary.org/page/12226419
o1096	International Commission on Zoological Nomenclature	Opinion 1096 Designation under the Plenary Powers of a lectotype for Psednura Longicornis Sjostedt, 1 920 (Insecta, Orthoptera)	Bulletin of Zoological Nomenclature	0007-5167		34		155	157	1977	http://biostor.org/reference/4742	http://biodiversitylibrary.org/page/12226424
o1097	International Commission on Zoological Nomenclature	Opinion 1097 Validation of Calyptraea striata Say, 1826 (Mollusca: Gastropoda)	Bulletin of Zoological Nomenclature	0007-5167		34		158	159	1977	http://biostor.org/reference/4744	http://biodiversitylibrary.org/page/12226427
o1098	International Commission on Zoological Nomenclature	Opinion 1098 Designation under the Plenary Powers of a type-species for Oxystomina Filipjev, 1918 (Nematoda)	Bulletin of Zoological Nomenclature	0007-5167		34		160	163	1977	http://biostor.org/reference/4746	http://biodiversitylibrary.org/page/12226429
o1099	International Commission on Zoological Nomenclature	Opinion 1099 Conservation of Drosophila mercatorum Patterson & Wheeler, 1942 (Insecta, Diptera)	Bulletin of Zoological Nomenclature	0007-5167		34		164	166	1977	http://biostor.org/reference/4748	http://biodiversitylibrary.org/page/12226433
o1100	International Commission on Zoological Nomenclature	Opinion 1100 Designation of Musca frit Linnaeus, 1758, as type-species of Oscinella Becker, 1909 (Diptera, Chloropidae)	Bulletin of Zoological Nomenclature	0007-5167		34	4	203	204	1978	http://biostor.org/reference/4750	http://biodiversitylibrary.org/page/12226480
o1101	International Commission on Zoological Nomenclature	Opinion 1101 Conservation of Geositta peruviana Lafresnaye, 1847 and Geositta paytae Menegaux & Hellmayr, 1906 (Aves)	Bulletin of Zoological Nomenclature	0007-5167		34	4	205	212	1978	http://biostor.org/reference/4752	http://biodiversitylibrary.org/page/12226482
o1102	International Commission on Zoological Nomenclature	Opinion 1102 Completion of entry on Official List of Generic Names in Zoology relating to Lumbricus Linnaeus, 1758 (Annelida, Oligochaeta) (name No. 213)	Bulletin of Zoological Nomenclature	0007-5167		34	4	213	217	1978	http://biostor.org/reference/4753	http://biodiversitylibrary.org/page/12226490
o1103	International Commission on Zoological Nomenclature	Opinion 1103 Suppression of Nine specific names in the family Tetrigidae (Insect a, Orthoptera)	Bulletin of Zoological Nomenclature	0007-5167		34		218	221	1978	http://biostor.org/reference/4755	http://biodiversitylibrary.org/page/12226495
o1104	International Commission on Zoological Nomenclature	Opinion 1104 Relative precedence of Cornufer Tscudi, 1838, and Platymantis Gunther, 1858 (Amphiba Salienta)	Bulletin of Zoological Nomenclature	0007-5167		34	4	222	233	1978	http://biostor.org/reference/4757	http://biodiversitylibrary.org/page/12226499
o1105	International Commission on Zoological Nomenclature	Opinion 1105 Designation of a type-species for Lonomia Walker, 1855 (Insecta, Lepidoptera)	Bulletin of Zoological Nomenclature	0007-5167		34		234	236	1978	http://biostor.org/reference/4759	http://biodiversitylibrary.org/page/12226511
o1106	International Commission on Zoological Nomenclature	Opinion 1106 Conservation of the generic name Rhopalum Stephens, 1829 (Insecta, Hymenoptera)	Bulletin of Zoological Nomenclature	0007-5167		34		237	239	1978	http://biostor.org/reference/4760	http://biodiversitylibrary.org/page/12226514
o1107	International Commission on Zoological Nomenclature	Opinion 1107 Conservation of Dermacentor andersoni Stiles, 1908 (Acarina: Ixodidae)	Bulletin of Zoological Nomenclature	0007-5167		35		88	93	1978	http://biostor.org/reference/4761	http://biodiversitylibrary.org/page/12226677
o1108	International Commission on Zoological Nomenclature	Opinion 1108 Conservation of Marstonia Baker, 1926 and of Amnicola lustrica Pilsbry, 1890 (Mollusca: Gastropoda)	Bulletin of Zoological Nomenclature	0007-5167		35		94	96	1978	http://biostor.org/reference/4762	http://biodiversitylibrary.org/page/12226683
o1109	International Commission on Zoological Nomenclature	Opinion 1109 Cerithium Bruguiere, [1789] (Gastropoda): designation of type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35		97	98	1978	http://biostor.org/reference/4763	http://biodiversitylibrary.org/page/12226686
o1110	International Commission on Zoological Nomenclature	Opinion 1110 Microterys Thomson, 1875 (Hymenoptera: Chalcidoidea): conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35	2	99	100	1978	http://biostor.org/reference/4764	http://biodiversitylibrary.org/page/12226688
o1111	International Commission on Zoological Nomenclature	Opinion 1111 Leucospis gigas Fabricius, 1793 (Hymenoptera, Leucospidae) conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35		101	103	1978	http://biostor.org/reference/4766	http://biodiversitylibrary.org/page/12226690
o1112	International Commission on Zoological Nomenclature	Opinion 1112 Madiza fallen, 1810 (Diptera: Milichiidae): designation of a type-species under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35		104	105	1978	http://biostor.org/reference/4768	http://biodiversitylibrary.org/page/12226693
o1113	International Commission on Zoological Nomenclature	Opinion 1113 Alpheus neptunus Dana, 1852 (Crustacea; Alpheidae) status of neotype confirmed	Bulletin of Zoological Nomenclature	0007-5167		35		106	107	1978	http://biostor.org/reference/4770	http://biodiversitylibrary.org/page/12226695
o1114	International Commission on Zoological Nomenclature	Opinion 1114 Cornuspira Schultze, 1854 (Foraminifera); conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35		108	110	1978	http://biostor.org/reference/4771	http://biodiversitylibrary.org/page/12226697
o1115	International Commission on Zoological Nomenclature	Opinion 1115 Validation of the generic name Nysson Latreille (Hymenoptera, Sphecidae) as from 1796	Bulletin of Zoological Nomenclature	0007-5167		35		175	179	1979	http://biostor.org/reference/4773	http://biodiversitylibrary.org/page/12226772
o1116	International Commission on Zoological Nomenclature	Opinion 1116 Acanthomys leucopus Gray, 1867 (Mammalia): validated under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35		180	183	1979	http://biostor.org/reference/4775	http://biodiversitylibrary.org/page/12226777
o1117	International Commission on Zoological Nomenclature	Opinion 1117 Refusal of request for two rulings Concerning the names of species of Sphaerodactylus (Reptilia Lacertilia)	Bulletin of Zoological Nomenclature	0007-5167		35		209	211	1979	http://biostor.org/reference/4777	http://biodiversitylibrary.org/page/12226816
o1118	International Commission on Zoological Nomenclature	Opinion 1118 Conservation of Tribolbina carnegiei Latham, 1932 (Arachnida)	Bulletin of Zoological Nomenclature	0007-5167		35		212	215	1979	http://biostor.org/reference/4779	http://biodiversitylibrary.org/page/12226819
o1119	International Commission on Zoological Nomenclature	Opinion 1119 Amaurobius C.l. Koch, 1837, and Coelotes Blackwall: 1841 (Araneae): conserved under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		35	4	216	220	1979	http://biostor.org/reference/4781	http://biodiversitylibrary.org/page/12226823
o1120	International Commission on Zoological Nomenclature	Opinion 1120 Noctua Armigera Hubner, [1808] (Lepidoptera) conserved	Bulletin of Zoological Nomenclature	0007-5167		35	4	221	222	1979	http://biostor.org/reference/4782	http://biodiversitylibrary.org/page/12226828
o1121	International Commission on Zoological Nomenclature	Opinion 1121 Chanda Nama Hamilton-Buchanan, 1822, designated under the Plenary Powers as type species of Chanda Hamilton-Buchanan, 1822 (Pisces)	Bulletin of Zoological Nomenclature	0007-5167		35	4	223	226	1979	http://biostor.org/reference/4784	http://biodiversitylibrary.org/page/12226830
o1122	International Commission on Zoological Nomenclature	Opinion 1122 Loligo opalescens Berry, 1911 given nomenclatural precedence over Loligo Stearnsii Hemphill 1892 (Cephalopoda)	Bulletin of Zoological Nomenclature	0007-5167		35	4	227	228	1979	http://biostor.org/reference/4786	http://biodiversitylibrary.org/page/12226834
o1123	International Commission on Zoological Nomenclature	Opinion 1123 Plesiadapidae Trouessart, 1897 given nomenclatural precedence over Platychoeropidae Lydekker, 1 887 (Mammalia)	Bulletin of Zoological Nomenclature	0007-5167		35		229	232	1979	http://biostor.org/reference/4788	http://biodiversitylibrary.org/page/12226836
o1124	International Commission on Zoological Nomenclature	Opinion 1124 Lichia Cuvier, 1817 (Pisces) conserved	Bulletin of Zoological Nomenclature	0007-5167		35	4	233	235	1979	http://biostor.org/reference/4790	http://biodiversitylibrary.org/page/12226840
o1125	International Commission on Zoological Nomenclature	Opinion 1125 Ceratophyllus soricis Dale, 1878 (Insecta, Siphonaptera): designation of a neotype under the Plenary Powers	Bulletin of Zoological Nomenclature	0007-5167		36	1	22	23	1979	http://biostor.org/reference/4792	http://biodiversitylibrary.org/page/12226917
